"date","unyo","bus_no"
"20260810","小倉～北九州空港線①北","1076"
"20260810","小倉～北九州空港線⑧北T","1188"
"20260810","佐賀～福岡空港線①佐","2015"
"20260810","福岡空港-久留米線①京","2018"
"20260810","福岡～小倉線①北","2019"
"20260810","福岡・福岡空港～佐世保線②博T","2024"
"20260810","宇美線③宇","2037"
"20260810","香椎線①舞","2602"
"20260810","野間～天神線②桧","2741"
"20260810","則松循環線①香","2745"
"20260810","野間～天神線①桧","2793"
"20260810","恒見 - 小倉線⑲恒T","2861"
"20260810","門司駅～山田線①谷","2906"
"20260810","小倉 - 黒崎・折尾線①幡","1050"
"20260810","小倉（中原）戸畑線③小T","1051"
"20260810","小倉 - 黒崎線①幡","1161"
"20260810","福岡～熊本線(22)高T","1169"
"20260810","馬場山～大平線①香","1192"
"20260810","門司 - 戸畑線①戸","1276"
"20260810","大橋～福翔線⑰那","1346"
"20260810","野方（都市高速）博多線②壱","1445"
"20260810","那珂川フィーダー線②那","1914"
"20260810","恒見 - 小倉線①恒","4612"
"20260810","金武線②武","4869"
"20260810","野間～天神線①柏","3058"
"20260810","福岡・福岡空港～佐世保線④博T","3253"
"20260810","三軒屋線①武","3423"
"20260810","久留米吉井線①吉","5859"
"20260810","志井線①谷","9016"
"20260810","小嶺 - 戸畑・若松線②香","9020"
"20260810","小嶺 - 戸畑・若松線①香","9022"
"20260810","小倉（中原）戸畑線①戸","9086"
"20260810","諸岡線②竹","9139"
"20260810","小倉 - 黒崎・折尾線④小T","9226"
"20260810","西団地 - 萩原線①幡","9229"
"20260810","小倉 - 黒崎・折尾線②幡","9351"
"20260810","須恵線④宇T","9508"
"20260810","諸岡線①竹","9844"
"20260810","つつじヶ丘線①月","9873"
"20260810","小倉（中原）戸畑線④小T","9895"
"20260810","黒原 - 戸畑線①弥","5905"
"20260810","黒原 - 戸畑線⑧弥T","5915"
"20260810","香椎線①ア","5973"
"20260810","福岡～熊本線⑲高T","6024"
"20260810","小倉（中原）戸畑線②弥","6215"
"20260810","門司 - 戸畑線②門","5769"
"20260810","福岡・福岡空港～日田線①日","7910"
"20260810","上重田線①小","8650"
"20260810","大野城市循環バス線①月","24"
"20260810","福岡・福岡空港～黒川温泉線①H","423"
"20260810","甘木幹線⑤杷T","2010"
"20260810","行橋～福岡線①行","2013"
"20260810","長住～天神線①桧","2033"
"20260810","脇山線(38)早T","2035"
"20260810","宇美線②宇","2038"
"20260810","春日原線①月","2403"
"20260810","屋形原線②那","2404"
"20260810","那珂川フィーダー線④那","2405"
"20260810","片江（城南）博多駅線①片","2410"
"20260810","長住～博多駅線①桧","2421"
"20260810","大谷線・大谷（大蔵）線①戸","2518"
"20260810","多々良・八田線①土","2535"
"20260810","板付団地線①竹","2605"
"20260810","門司 - 戸畑線①門","2711"
"20260810","蒲生線①谷","2721"
"20260810","春日原線②那","2725"
