"date","unyo","bus_no"
"20260607","小倉～北九州空港線①北","1187"
"20260607","南福岡線④宇","2103"
"20260607","竹下～長浜線①も","2412"
"20260607","二日市線①原","2431"
"20260607","香椎線⑨舞T","2673"
"20260607","竹下～長浜線①竹","2676"
"20260607","門司港ローカル線②門","2712"
"20260607","屋形原線(24)那T","2737"
"20260607","大谷線・大谷（大蔵）線①戸","2754"
"20260607","門司 - 戸畑線④門","2758"
"20260607","那珂川フィーダー線⑥那","2781"
"20260607","門司 - 戸畑線①門","2832"
"20260607","門司 - 戸畑線②門","2834"
"20260607","志井線①谷","2835"
"20260607","三軒屋線①武","2880"
"20260607","福岡・福岡空港～佐世保線①博","2885"
"20260607","門司駅～山田線①谷","2911"
"20260607","屋形原線②那","2931"
"20260607","宇美線①宇","1041"
"20260607","恒見 - 小倉線①恒","1048"
"20260607","小倉 - 黒崎・折尾線②幡","1050"
"20260607","小倉～北九州空港線②北","1076"
"20260607","福岡～熊本線⑱高T","1082"
"20260607","志賀島線①ア","1100"
"20260607","門司 - 戸畑線①戸","1157"
"20260607","馬場山～大平線①香","1194"
"20260607","門司港ローカル線①門","1239"
"20260607","小倉 - 黒崎・折尾線①幡","1241"
"20260607","渡辺通幹線①那","1254"
"20260607","門司 - 戸畑線③戸","1276"
"20260607","恒見 - 小倉線⑥恒","1308"
"20260607","福岡～宮崎線②高T","1336"
"20260607","福岡～鹿児島線①高T","1338"
"20260607","黒原 - 戸畑線①小","1351"
"20260607","朽網～北九州空港線①弥","1354"
"20260607","宇美線②宇","1804"
"20260607","貫 (都市高速) 小倉線②弥","1826"
"20260607","脇山線①博","1921"
"20260607","恒見 - 小倉線②恒","4612"
"20260607","香椎線③ア","3643"
"20260607","赤間（普通）線①高","3647"
"20260607","片江（長住）博多駅線①片","3662"
"20260607","小笹・小笹団地線⑩柏","4834"
"20260607","筑豊（特急）福岡線①高","4859"
"20260607","金武線②武","4869"
"20260607","福岡～小倉線①博","4906"
"20260607","野間（城南）博多駅線①桧","4930"
"20260607","福岡～大分線①高","3147"
"20260607","小笹・小笹団地線②柏","3223"
"20260607","野間（城南）博多駅線④桧","3241"
"20260607","福岡・福岡空港～佐世保線⑤博T","3284"
"20260607","福岡・福岡空港～佐世保線④博T","3285"
"20260607","小笹・小笹団地線①柏","3292"
"20260607","馬場山～大平線②香","3336"
"20260607","野間快速線①柏","3709"
"20260607","篠栗線（篠）①土","5843"
"20260607","屋形原線①那","9054"
"20260607","久留米吉井線①吉","9057"
"20260607","福島線②八","9143"
"20260607","黒崎・戸畑 - 砂津線①幡","9232"
"20260607","脇山線②早","9296"
"20260607","那珂川フィーダー線①那","9303"
"20260607","福島線①八","9305"
"20260607","那珂川フィーダー線②那","9432"
"20260607","小倉 - 黒崎線①幡","9454"
"20260607","小倉 - 黒崎線①小","9489"
"20260607","つつじヶ丘線①月","9507"
"20260607","香椎線②ア","9650"
"20260607","香椎線①ア","9678"
"20260607","門司 - 戸畑線②戸","9689"
"20260607","福重（都市高速）線③壱","9813"
"20260607","坂瀬線①宇","9826"
"20260607","諸岡線⑮竹T","9844"
"20260607","恒見 - 小倉線③恒","9903"
"20260607","黒崎・戸畑 - 砂津線①小","9940"
"20260607","黒原 - 戸畑線①弥","9957"
"20260607","小嶺 - 戸畑・若松線①香","5911"
"20260607","南ヶ丘線①月","5936"
"20260607","福重（都市高速）線①壱","5964"
"20260607","坂瀬線③宇","6003"
"20260607","福岡～熊本線⑲高T","6103"
"20260607","黒崎北九州空港線①幡T","6108"
"20260607","筑豊（特急）福岡線①田","6120"
"20260607","甘木幹線①杷","6202"
"20260607","野方（都市高速）博多線②壱","6207"
"20260607","小倉 - 黒崎・折尾線④小","6224"
"20260607","黒崎・戸畑 - 砂津線②幡","6232"
"20260607","門司 - 戸畑線③門","5769"
"20260607","小倉（中原）戸畑線①弥","5779"
"20260607","天拝坂線①原T","8519"
"20260607","大橋～福翔線②那","8539"
"20260607","福岡～熊本線⑳高T","7612"
"20260607","昭代～天神線①愛","7733"
"20260607","野方（都市高速）博多線①壱","7812"
"20260607","長住～天神線①桧","7834"
"20260607","福岡・福岡空港～日田線①日","7910"
"20260607","大橋～福翔線④那","8029"
"20260607","大橋～福翔線①那","8109"
"20260607","早良（城南）博多駅①早","8116"
"20260607","荒江線①早","8118"
"20260607","大橋～福翔線⑪那","8134"
"20260607","金武線①武","8230"
"20260607","佐賀～福岡線①佐","8314"
"20260607","福岡空港-久留米線②京","8436"
"20260607","上重田線①小","8650"
"20260607","福重（都市高速）線②壱","8803"
"20260607","福岡～長崎線④福T","K1232"
"20260607","戸畑循環線①タ","371"
"20260607","大野城市循環バス線③月","22"
"20260607","大野城市循環バス線②月","23"
"20260607","大野城市循環バス線①月","26"
"20260607","福岡BRT線①那","0103"
"20260607","☆小倉 - 黒崎・折尾線①小","0202"
"20260607","久留米 - 大牟田線①京","2003"
"20260607","南福岡線③宇","2105"
"20260607","南福岡線②宇","2106"
"20260607","春日～大橋線①那","2110"
"20260607","河内線①鳥","2116"
"20260607","星ヶ丘線①原","2117"
"20260607","久留米 - 鳥栖線①鳥","2262"
"20260607","沖新線①川","2264"
"20260607","上西山線①原","2271"
"20260607","飯塚 - 大隈線①飯","2272"
"20260607","直方～鞍手～遠賀線②直","2273"
"20260607","米の山・黒崎団地線③牟","2275"
"20260607","吉野線②牟","2276"
"20260607","麓線①鳥","2278"
"20260607","鳥栖 - 神埼線①鳥","2350"
"20260607","草野線①吉","2353"
"20260607","飯塚 - 大隈線②飯","2355"
"20260607","直方 ・ 黒崎線①直","2357"
"20260607","甘木幹線②甘","2402"
"20260607","春日原線①月","2403"
"20260607","竹下～長浜線②竹","2419"
"20260607","野間～天神線①桧","2421"
